Crop_Type,temperature,Humidity,Soil_Moisture,Rainfall,pH,Evaporation_Rate,Water_Requirement,Area,Date
rice,31,85,10,290,6.0,6.0,150,0.06,2021-02-13
rice,30,75,20,150,6.5,5.0,120,0.048,2021-02-14
rice,28,80,15,200,6.3,5.5,130,0.052,2021-02-15
rice,22,65,30,100,6.8,4.5,110,0.044,2021-02-16
rice,35,87,10,300,6.2,6.5,160,0.064,2021-02-17
Sugarcane,30,75,25,150,6.5,5.0,200,0.08,2021-02-18
Sugarcane,32,80,20,200,6.0,5.5,210,0.084,2021-02-19
Sugarcane,28,70,30,120,6.8,4.5,190,0.076,2021-02-20
Sugarcane,29,85,15,180,6.2,5.2,205,0.082,2021-02-21
Sugarcane,31,78,22,250,5.9,4.8,215,0.086,2021-02-22
Sugarcane,30,76,18,160,6.4,5.1,200,0.08,2021-02-23
Sugarcane,33,82,25,300,6.1,6.0,220,0.088,2021-02-24
Sugarcane,27,68,20,130,6.3,4.7,195,0.078,2021-02-25
Sugarcane,34,85,30,270,6.0,5.9,225,0.09,2021-02-26
Sugarcane,29,80,15,140,6.5,5.3,200,0.08,2021-02-27
Sugarcane,28,75,20,190,6.4,5.0,210,0.084,2021-02-28
Sugarcane,32,90,25,220,6.2,5.4,215,0.086,2021-03-01
Sugarcane,30,77,30,260,5.8,5.6,230,0.092,2021-03-02
Sugarcane,31,72,18,150,6.7,4.9,205,0.082,2021-03-03
Sugarcane,29,78,20,170,6.3,5.1,200,0.08,2021-03-04
Sugarcane,34,81,25,300,6.0,6.2,240,0.096,2021-03-05
Sugarcane,27,74,15,110,6.5,4.6,185,0.074,2021-03-06
Sugarcane,30,79,22,180,6.3,5.3,210,0.084,2021-03-07
Sugarcane,32,83,20,250,6.1,5.5,220,0.088,2021-03-08
Sugarcane,28,76,30,200,6.4,5.0,200,0.08,2021-03-09
Sugarcane,29,80,15,160,6.5,5.2,205,0.082,2021-03-10
Sugarcane,31,75,20,170,6.2,5.4,215,0.086,2021-03-11
Sugarcane,30,78,25,230,6.0,5.1,210,0.084,2021-03-12
Sugarcane,34,82,22,280,6.3,6.0,240,0.096,2021-03-13
Sugarcane,27,70,30,150,5.9,4.8,195,0.078,2021-03-14
Sugarcane,33,85,20,200,6.4,5.5,220,0.088,2021-03-15
Sugarcane,29,76,18,190,6.2,5.0,205,0.082,2021-03-16
Sugarcane,30,80,25,240,6.1,5.3,215,0.086,2021-03-17
Sugarcane,31,79,30,210,6.5,5.6,230,0.092,2021-03-18
Sugarcane,34,81,15,180,6.0,6.1,225,0.09,2021-03-19
Sugarcane,28,73,20,160,6.3,4.9,200,0.08,2021-03-20
Sugarcane,32,84,25,250,6.6,5.4,235,0.094,2021-03-21
Sugarcane,30,75,30,300,6.1,5.5,240,0.096,2021-03-22
Sugarcane,29,78,20,140,6.4,5.2,210,0.084,2021-03-23
Sugarcane,31,76,15,190,6.3,5.1,200,0.08,2021-03-24
Sugarcane,34,80,25,220,6.0,6.2,230,0.092,2021-03-25
Sugarcane,27,72,20,150,6.5,4.7,195,0.078,2021-03-26
Sugarcane,28,74,30,180,6.1,5.3,205,0.082,2021-03-27
Sugarcane,30,77,25,260,6.2,5.4,215,0.086,2021-03-28
Sugarcane,32,79,20,200,6.4,5.6,220,0.088,2021-03-29
Sugarcane,29,82,15,140,6.5,4.8,190,0.076,2021-03-30
Sugarcane,34,81,30,300,6.0,6.0,240,0.096,2021-03-31
Sugarcane,31,78,20,170,6.3,5.5,210,0.084,2021-04-01
Sugarcane,30,80,25,230,6.1,5.2,215,0.086,2021-04-02
Sugarcane,28,75,20,180,6.4,5.1,200,0.08,2021-04-03
Sugarcane,32,85,30,250,6.2,5.4,225,0.09,2021-04-04
Sugarcane,30,75,20,200,6.5,5.0,210,0.084,2021-04-05
Sugarcane,31,79,30,210,6.5,5.6,230,0.092,2021-04-06
Sugarcane,34,81,15,180,6.0,6.1,225,0.09,2021-04-07
Sugarcane,28,73,20,160,6.3,4.9,200,0.08,2021-04-08
Sugarcane,32,84,25,250,6.6,5.4,235,0.094,2021-04-09
Sugarcane,30,75,30,300,6.1,5.5,240,0.096,2021-04-10
Sugarcane,29,78,20,140,6.4,5.2,210,0.084,2021-04-11
Sugarcane,31,76,15,190,6.3,5.1,200,0.08,2021-04-12
Sugarcane,34,80,25,220,6.0,6.2,230,0.092,2021-04-13
Sugarcane,27,72,20,150,6.5,4.7,195,0.078,2021-04-14
Sugarcane,28,74,30,180,6.1,5.3,205,0.082,2021-04-15
Sugarcane,30,77,25,260,6.2,5.4,215,0.086,2021-04-16
Sugarcane,32,79,20,200,6.4,5.6,220,0.088,2021-04-17
Sugarcane,29,82,15,140,6.5,4.8,190,0.076,2021-04-18
Sugarcane,34,81,30,300,6.0,6.0,240,0.096,2021-04-19
Sugarcane,31,78,20,170,6.3,5.5,210,0.084,2021-04-20
Sugarcane,30,80,25,230,6.1,5.2,215,0.086,2021-04-21
Cotton,28,70,20,150,6.5,4.5,180,0.072,2021-04-22
Cotton,30,75,25,200,6.0,5.0,190,0.076,2021-04-23
Cotton,32,80,30,180,6.8,5.5,210,0.084,2021-04-24
Cotton,29,78,15,160,6.2,4.8,185,0.074,2021-04-25
Cotton,31,73,22,250,5.9,5.2,200,0.08,2021-04-26
Cotton,30,76,18,170,6.4,5.1,195,0.078,2021-04-27
Cotton,34,82,20,220,6.1,5.7,215,0.086,2021-04-28
Cotton,27,68,25,140,6.3,4.6,180,0.072,2021-04-29
Cotton,33,85,30,300,6.0,6.0,220,0.088,2021-04-30
Cotton,29,74,20,150,6.5,5.3,190,0.076,2021-05-01
Cotton,28,72,15,130,6.4,4.9,175,0.07,2021-05-02
Cotton,32,79,25,240,6.2,5.4,205,0.082,2021-05-03
Cotton,30,77,30,260,5.8,5.6,210,0.084,2021-05-04
Cotton,31,71,18,180,6.7,5.0,185,0.074,2021-05-05
Cotton,29,75,20,160,6.3,5.2,190,0.076,2021-05-06
Cotton,34,81,25,300,6.0,6.1,225,0.09,2021-05-07
Cotton,27,70,15,120,6.5,4.7,180,0.072,2021-05-08
Cotton,30,78,22,190,6.3,5.3,200,0.08,2021-05-09
Cotton,32,84,20,250,6.1,5.5,210,0.084,2021-05-10
Cotton,28,76,30,200,6.4,5.0,195,0.078,2021-05-11
Cotton,29,80,15,140,6.5,5.2,185,0.074,2021-05-12
Cotton,31,79,20,170,6.2,5.4,200,0.08,2021-05-13
Cotton,30,75,25,230,6.0,5.1,195,0.078,2021-05-14
Cotton,34,83,22,280,6.3,6.0,220,0.088,2021-05-15
Cotton,27,72,20,150,5.9,4.8,180,0.072,2021-05-16
Cotton,33,86,30,200,6.4,5.5,215,0.086,2021-05-17
Cotton,29,76,18,190,6.2,5.0,185,0.074,2021-05-18
Cotton,30,81,25,240,6.1,5.3,205,0.082,2021-05-19
Wheat,22,60,25,150,6.5,4.0,180,0.072,2021-05-20
Wheat,24,65,30,200,6.2,4.5,190,0.076,2021-05-21
Wheat,26,70,20,180,6.8,5.0,200,0.08,2021-05-22
Wheat,23,68,15,160,6.3,4.3,185,0.074,2021-05-23
Wheat,25,72,22,250,5.9,4.8,210,0.084,2021-05-24
Wheat,24,66,18,170,6.4,4.6,195,0.078,2021-05-25
Wheat,27,75,20,220,6.1,5.1,215,0.086,2021-05-26
Wheat,21,62,25,140,6.3,4.1,180,0.072,2021-05-27
Wheat,28,78,30,300,6.0,5.2,220,0.088,2021-05-28
Wheat,22,64,20,150,6.5,4.4,190,0.076,2021-05-29
Wheat,23,70,15,130,6.4,4.2,175,0.07,2021-05-30
Wheat,26,73,25,240,6.2,4.9,205,0.082,2021-05-31
Wheat,25,69,30,260,5.8,5.0,210,0.084,2021-06-01
Wheat,24,67,18,180,6.7,4.7,185,0.074,2021-06-02
Wheat,22,71,20,160,6.3,4.5,190,0.076,2021-06-03
Wheat,27,76,25,200,6.0,5.1,215,0.086,2021-06-04
Wheat,23,65,22,150,6.5,4.3,180,0.072,2021-06-05
Wheat,24,70,30,220,6.1,4.8,200,0.08,2021-06-06
Wheat,26,74,15,170,6.2,4.6,195,0.078,2021-06-07
Wheat,28,72,25,230,5.9,5.3,210,0.084,2021-06-08
Wheat,21,63,20,140,6.4,4.1,175,0.07,2021-06-09
Wheat,22,68,30,180,6.5,4.2,190,0.076,2021-06-10
Wheat,24,65,25,250,6.0,4.9,200,0.08,2021-06-11
Wheat,25,70,20,220,6.3,5.0,205,0.082,2021-06-12
Wheat,23,72,30,260,5.8,5.1,215,0.086,2021-06-13
Wheat,26,75,18,140,6.2,4.7,190,0.076,2021-06-14
Wheat,28,74,22,200,6.1,5.2,210,0.084,2021-06-15
Wheat,27,78,25,240,6.0,5.4,220,0.088,2021-06-16
Wheat,21,66,20,150,6.3,4.6,185,0.074,2021-06-17
Wheat,22,69,30,180,6.5,4.8,195,0.076,2021-06-18
Wheat,24,72,25,230,5.9,5.1,200,0.08,2021-06-19
Wheat,25,70,20,140,6.2,4.5,190,0.076,2021-06-20
Wheat,26,76,30,160,5.9,5.1,195,0.078,2021-06-21
Wheat,28,75,25,220,6.0,5.3,215,0.086,2021-06-22
Wheat,29,73,20,240,6.2,5.5,220,0.088,2021-06-23
Wheat,30,78,15,260,6.3,5.6,225,0.09,2021-06-24
Wheat,22,73,20,140,6.4,4.9,185,0.074,2021-06-25
Wheat,23,69,30,180,6.5,4.7,190,0.076,2021-06-26
Wheat,24,72,25,200,6.1,5.0,205,0.082,2021-06-27
Wheat,25,70,20,150,6.3,4.8,190,0.076,2021-06-28
Wheat,22,60,25,150,6.5,4.0,180,0.072,2021-06-29
Wheat,24,65,30,200,6.2,4.5,190,0.076,2021-06-30
Wheat,26,70,20,180,6.8,5.0,200,0.08,2021-07-01
Wheat,23,68,15,160,6.3,4.3,185,0.074,2021-07-02
Wheat,25,72,22,250,5.9,4.8,210,0.084,2021-07-03
Wheat,24,66,18,170,6.4,4.6,195,0.078,2021-07-04
Wheat,27,75,20,220,6.1,5.1,215,0.086,2021-07-05
Wheat,21,62,25,140,6.3,4.1,180,0.072,2021-07-06
Wheat,28,78,30,300,6.0,5.2,220,0.088,2021-07-07
Wheat,22,64,20,150,6.5,4.4,190,0.076,2021-07-08
Wheat,23,70,15,130,6.4,4.2,175,0.07,2021-07-09
Wheat,26,73,25,240,6.2,4.9,205,0.082,2021-07-10
Wheat,25,69,30,260,5.8,5.0,210,0.084,2021-07-11
Wheat,24,67,18,180,6.7,4.7,185,0.074,2021-07-12
Wheat,22,71,20,160,6.3,4.5,190,0.076,2021-07-13
Wheat,27,76,25,200,6.0,5.1,215,0.086,2021-07-14
Wheat,23,65,22,150,6.5,4.3,180,0.072,2021-07-15
Wheat,24,70,30,220,6.1,4.8,200,0.08,2021-07-16
Wheat,26,74,15,170,6.2,4.6,195,0.078,2021-07-17
Wheat,28,72,25,230,5.9,5.3,210,0.084,2021-07-18
rice,28,75,20,150,6.5,5.0,120,0.048,2021-07-19
rice,30,80,15,200,6.0,5.5,130,0.052,2021-07-20
rice,22,65,25,100,6.8,4.5,110,0.044,2021-07-21
rice,25,70,30,250,5.9,4.0,140,0.056,2021-07-22
rice,33,85,10,300,6.2,6.0,150,0.06,2021-07-23
rice,27,60,20,180,6.4,4.8,125,0.05,2021-07-24
rice,29,90,15,220,6.1,5.6,135,0.054,2021-07-25
rice,24,55,25,120,5.7,4.2,115,0.046,2021-07-26
rice,31,78,30,260,6.3,5.4,145,0.058,2021-07-27
rice,26,68,10,90,6.6,4.6,105,0.042,2021-07-28
rice,34,82,20,280,6.0,6.1,155,0.062,2021-07-29
rice,29,79,25,150,6.5,5.0,125,0.05,2021-07-30
rice,32,85,20,200,6.4,5.5,140,0.056,2021-07-31
rice,23,70,30,250,6.2,4.8,130,0.052,2021-08-01
rice,30,75,15,180,5.8,5.2,120,0.048,2021-08-02
rice,28,80,25,220,6.0,5.4,135,0.054,2021-08-03
rice,26,65,20,160,6.3,4.7,110,0.044,2021-08-04
rice,24,72,30,240,5.9,4.5,145,0.058,2021-08-05
rice,31,78,15,190,6.6,5.6,125,0.05,2021-08-06
rice,22,60,25,130,6.1,4.3,115,0.046,2021-08-07
rice,35,87,10,300,6.2,6.5,160,0.064,2021-08-08
rice,27,70,20,170,5.8,4.9,120,0.048,2021-08-09
rice,29,82,30,210,6.4,5.3,140,0.056,2021-08-10
rice,33,90,15,250,6.0,5.7,150,0.06,2021-08-11
rice,25,65,25,110,6.8,4.2,105,0.042,2021-08-12
rice,30,75,20,200,6.5,5.0,130,0.052,2021-08-13
rice,28,80,15,160,6.3,5.5,120,0.048,2021-08-14
rice,22,60,30,140,6.1,4.0,110,0.044,2021-08-15
rice,34,85,20,270,6.2,6.2,155,0.062,2021-08-16
rice,26,68,25,220,5.9,4.6,135,0.054,2021-08-17
rice,31,90,10,280,6.5,6.0,150,0.06,2021-08-18
rice,29,75,20,150,6.4,5.2,120,0.048,2021-08-19
rice,24,70,25,130,6.6,4.5,115,0.046,2021-08-20
rice,30,80,30,200,6.3,5.4,140,0.056,2021-08-21
rice,32,85,15,250,6.1,5.7,150,0.06,2021-08-22
rice,25,65,20,110,6.2,4.3,105,0.042,2021-08-23
rice,28,78,30,240,6.0,5.1,145,0.058,2021-08-24
rice,33,82,10,300,6.4,6.3,160,0.064,2021-08-25
rice,27,70,20,180,5.8,4.8,120,0.048,2021-08-26
rice,29,75,25,160,6.5,5.5,130,0.052,2021-08-27
rice,22,60,15,140,6.1,4.2,110,0.044,2021-08-28
rice,34,90,20,270,6.2,6.1,155,0.062,2021-08-29
rice,26,68,25,220,5.9,4.6,135,0.054,2021-08-30
rice,31,85,10,290,6.0,6.0,150,0.06,2021-08-31
rice,30,75,20,150,6.5,5.0,120,0.048,2021-09-01
rice,28,80,15,200,6.3,5.5,130,0.052,2021-09-02
rice,22,65,30,100,6.8,4.5,110,0.044,2021-09-03
rice,35,87,10,300,6.2,6.5,160,0.064,2021-09-04
Sugarcane,30,75,25,150,6.5,5.0,200,0.08,2021-09-05
Sugarcane,32,80,20,200,6.0,5.5,210,0.084,2021-09-06
Sugarcane,28,70,30,120,6.8,4.5,190,0.076,2021-09-07
Sugarcane,29,85,15,180,6.2,5.2,205,0.082,2021-09-08
Sugarcane,31,78,22,250,5.9,4.8,215,0.086,2021-09-09
Sugarcane,30,76,18,160,6.4,5.1,200,0.08,2021-09-10
Sugarcane,33,82,25,300,6.1,6.0,220,0.088,2021-09-11
Sugarcane,27,68,20,130,6.3,4.7,195,0.078,2021-09-12
Sugarcane,34,85,30,270,6.0,5.9,225,0.09,2021-09-13
Sugarcane,29,80,15,140,6.5,5.3,200,0.08,2021-09-14
Sugarcane,28,75,20,190,6.4,5.0,210,0.084,2021-09-15
Sugarcane,32,90,25,220,6.2,5.4,215,0.086,2021-09-16
Sugarcane,30,77,30,260,5.8,5.6,230,0.092,2021-09-17
Sugarcane,31,72,18,150,6.7,4.9,205,0.082,2021-09-18
Sugarcane,29,78,20,170,6.3,5.1,200,0.08,2021-09-19
Sugarcane,34,81,25,300,6.0,6.2,240,0.096,2021-09-20
Sugarcane,27,74,15,110,6.5,4.6,185,0.074,2021-09-21
Sugarcane,30,79,22,180,6.3,5.3,210,0.084,2021-09-22
Sugarcane,32,83,20,250,6.1,5.5,220,0.088,2021-09-23
Sugarcane,28,76,30,200,6.4,5.0,200,0.08,2021-09-24
Sugarcane,29,80,15,160,6.5,5.2,205,0.082,2021-09-25
Sugarcane,31,75,20,170,6.2,5.4,215,0.086,2021-09-26
Sugarcane,30,78,25,230,6.0,5.1,210,0.084,2021-09-27
Sugarcane,34,82,22,280,6.3,6.0,240,0.096,2021-09-28
Sugarcane,27,70,30,150,5.9,4.8,195,0.078,2021-09-29
Sugarcane,33,85,20,200,6.4,5.5,220,0.088,2021-09-30
Sugarcane,29,76,18,190,6.2,5.0,205,0.082,2021-10-01
Sugarcane,30,80,25,240,6.1,5.3,215,0.086,2021-10-02
Sugarcane,31,79,30,210,6.5,5.6,230,0.092,2021-10-03
Sugarcane,34,81,15,180,6.0,6.1,225,0.09,2021-10-04
Sugarcane,28,73,20,160,6.3,4.9,200,0.08,2021-10-05
Sugarcane,32,84,25,250,6.6,5.4,235,0.094,2021-10-06
Sugarcane,30,75,30,300,6.1,5.5,240,0.096,2021-10-07
Sugarcane,29,78,20,140,6.4,5.2,210,0.084,2021-10-08
Sugarcane,31,76,15,190,6.3,5.1,200,0.08,2021-10-09
Sugarcane,34,80,25,220,6.0,6.2,230,0.092,2021-10-10
Sugarcane,27,72,20,150,6.5,4.7,195,0.078,2021-10-11
Sugarcane,28,74,30,180,6.1,5.3,205,0.082,2021-10-12
Sugarcane,30,77,25,260,6.2,5.4,215,0.086,2021-10-13
Sugarcane,32,79,20,200,6.4,5.6,220,0.088,2021-10-14
Sugarcane,29,82,15,140,6.5,4.8,190,0.076,2021-10-15
Sugarcane,34,81,30,300,6.0,6.0,240,0.096,2021-10-16
Sugarcane,31,78,20,170,6.3,5.5,210,0.084,2021-10-17
Sugarcane,30,80,25,230,6.1,5.2,215,0.086,2021-10-18
Sugarcane,28,75,20,180,6.4,5.1,200,0.08,2021-10-19
Sugarcane,32,85,30,250,6.2,5.4,225,0.09,2021-10-20
Sugarcane,30,75,20,200,6.5,5.0,210,0.084,2021-10-21
Sugarcane,31,79,30,210,6.5,5.6,230,0.092,2021-10-22
Sugarcane,34,81,15,180,6.0,6.1,225,0.09,2021-10-23
Sugarcane,28,73,20,160,6.3,4.9,200,0.08,2021-10-24
Sugarcane,32,84,25,250,6.6,5.4,235,0.094,2021-10-25
Sugarcane,30,75,30,300,6.1,5.5,240,0.096,2021-10-26
Sugarcane,29,78,20,140,6.4,5.2,210,0.084,2021-10-27
Sugarcane,31,76,15,190,6.3,5.1,200,0.08,2021-10-28
Sugarcane,34,80,25,220,6.0,6.2,230,0.092,2021-10-29
Sugarcane,27,72,20,150,6.5,4.7,195,0.078,2021-10-30
Sugarcane,28,74,30,180,6.1,5.3,205,0.082,2021-10-31
Sugarcane,30,77,25,260,6.2,5.4,215,0.086,2021-11-01
Sugarcane,32,79,20,200,6.4,5.6,220,0.088,2021-11-02
Sugarcane,29,82,15,140,6.5,4.8,190,0.076,2021-11-03
Sugarcane,34,81,30,300,6.0,6.0,240,0.096,2021-11-04
Sugarcane,31,78,20,170,6.3,5.5,210,0.084,2021-11-05
Sugarcane,30,80,25,230,6.1,5.2,215,0.086,2021-11-06
Cotton,28,70,20,150,6.5,4.5,180,0.072,2021-11-07
Cotton,30,75,25,200,6.0,5.0,190,0.076,2021-11-08
Cotton,32,80,30,180,6.8,5.5,210,0.084,2021-11-09
Cotton,29,78,15,160,6.2,4.8,185,0.074,2021-11-10
Cotton,31,73,22,250,5.9,5.2,200,0.08,2021-11-11
Cotton,30,76,18,170,6.4,5.1,195,0.078,2021-11-12
Cotton,34,82,20,220,6.1,5.7,215,0.086,2021-11-13
Cotton,27,68,25,140,6.3,4.6,180,0.072,2021-11-14
Cotton,33,85,30,300,6.0,6.0,220,0.088,2021-11-15
Cotton,29,74,20,150,6.5,5.3,190,0.076,2021-11-16
Cotton,28,72,15,130,6.4,4.9,175,0.07,2021-11-17
Cotton,32,79,25,240,6.2,5.4,205,0.082,2021-11-18
Cotton,30,77,30,260,5.8,5.6,210,0.084,2021-11-19
Cotton,31,71,18,180,6.7,5.0,185,0.074,2021-11-20
Cotton,29,75,20,160,6.3,5.2,190,0.076,2021-11-21
Cotton,34,81,25,300,6.0,6.1,225,0.09,2021-11-22
Cotton,27,70,15,120,6.5,4.7,180,0.072,2021-11-23
Cotton,30,78,22,190,6.3,5.3,200,0.08,2021-11-24
Cotton,32,84,20,250,6.1,5.5,210,0.084,2021-11-25
Cotton,28,76,30,200,6.4,5.0,195,0.078,2021-11-26
Cotton,29,80,15,140,6.5,5.2,185,0.074,2021-11-27
Cotton,31,79,20,170,6.2,5.4,200,0.08,2021-11-28
Cotton,30,75,25,230,6.0,5.1,195,0.078,2021-11-29
Cotton,34,83,22,280,6.3,6.0,220,0.088,2021-11-30
Cotton,27,72,20,150,5.9,4.8,180,0.072,2021-12-01
Cotton,33,86,30,200,6.4,5.5,215,0.086,2021-12-02
Cotton,29,76,18,190,6.2,5.0,185,0.074,2021-12-03
Cotton,30,81,25,240,6.1,5.3,205,0.082,2021-12-04
Wheat,22,60,25,150,6.5,4.0,180,0.072,2021-12-05
Wheat,24,65,30,200,6.2,4.5,190,0.076,2021-12-06
Wheat,26,70,20,180,6.8,5.0,200,0.08,2021-12-07
Wheat,23,68,15,160,6.3,4.3,185,0.074,2021-12-08
Wheat,25,72,22,250,5.9,4.8,210,0.084,2021-12-09
Wheat,24,66,18,170,6.4,4.6,195,0.078,2021-12-10
Wheat,27,75,20,220,6.1,5.1,215,0.086,2021-12-11
Wheat,21,62,25,140,6.3,4.1,180,0.072,2021-12-12
Wheat,28,78,30,300,6.0,5.2,220,0.088,2021-12-13
Wheat,22,64,20,150,6.5,4.4,190,0.076,2021-12-14
Wheat,23,70,15,130,6.4,4.2,175,0.07,2021-12-15
Wheat,26,73,25,240,6.2,4.9,205,0.082,2021-12-16
Wheat,25,69,30,260,5.8,5.0,210,0.084,2021-12-17
Wheat,24,67,18,180,6.7,4.7,185,0.074,2021-12-18
Wheat,22,71,20,160,6.3,4.5,190,0.076,2021-12-19
Wheat,27,76,25,200,6.0,5.1,215,0.086,2021-12-20
Wheat,23,65,22,150,6.5,4.3,180,0.072,2021-12-21
Wheat,24,70,30,220,6.1,4.8,200,0.08,2021-12-22
Wheat,26,74,15,170,6.2,4.6,195,0.078,2021-12-23
Wheat,28,72,25,230,5.9,5.3,210,0.084,2021-12-24
Wheat,21,63,20,140,6.4,4.1,175,0.07,2021-12-25
Wheat,22,68,30,180,6.5,4.2,190,0.076,2021-12-26
Wheat,24,65,25,250,6.0,4.9,200,0.08,2021-12-27
Wheat,25,70,20,220,6.3,5.0,205,0.082,2021-12-28
Wheat,23,72,30,260,5.8,5.1,215,0.086,2021-12-29
Wheat,26,75,18,140,6.2,4.7,190,0.076,2021-12-30
Wheat,28,74,22,200,6.1,5.2,210,0.084,2021-12-31
rice,28,75,20,150,6.5,5.0,120,0.048,2022-01-01
rice,30,80,15,200,6.0,5.5,130,0.052,2022-01-02
rice,22,65,25,100,6.8,4.5,110,0.044,2022-01-03
rice,25,70,30,250,5.9,4.0,140,0.056,2022-01-04
rice,33,85,10,300,6.2,6.0,150,0.06,2022-01-05
rice,27,60,20,180,6.4,4.8,125,0.05,2022-01-06
rice,29,90,15,220,6.1,5.6,135,0.054,2022-01-07
rice,24,55,25,120,5.7,4.2,115,0.046,2022-01-08
rice,31,78,30,260,6.3,5.4,145,0.058,2022-01-09
rice,26,68,10,90,6.6,4.6,105,0.042,2022-01-10
rice,34,82,20,280,6.0,6.1,155,0.062,2022-01-11
rice,29,79,25,150,6.5,5.0,125,0.05,2022-01-12
rice,32,85,20,200,6.4,5.5,140,0.056,2022-01-13
rice,23,70,30,250,6.2,4.8,130,0.052,2022-01-14
rice,30,75,15,180,5.8,5.2,120,0.048,2022-01-15
rice,28,80,25,220,6.0,5.4,135,0.054,2022-01-16
rice,26,65,20,160,6.3,4.7,110,0.044,2022-01-17
rice,24,72,30,240,5.9,4.5,145,0.058,2022-01-18
rice,31,78,15,190,6.6,5.6,125,0.05,2022-01-19
rice,22,60,25,130,6.1,4.3,115,0.046,2022-01-20
rice,35,87,10,300,6.2,6.5,160,0.064,2022-01-21
rice,27,70,20,170,5.8,4.9,120,0.048,2022-01-22
rice,29,82,30,210,6.4,5.3,140,0.056,2022-01-23
rice,33,90,15,250,6.0,5.7,150,0.06,2022-01-24
rice,25,65,25,110,6.8,4.2,105,0.042,2022-01-25
rice,30,75,20,200,6.5,5.0,130,0.052,2022-01-26
rice,28,80,15,160,6.3,5.5,120,0.048,2022-01-27
rice,22,60,30,140,6.1,4.0,110,0.044,2022-01-28
rice,34,85,20,270,6.2,6.2,155,0.062,2022-01-29
rice,26,68,25,220,5.9,4.6,135,0.054,2022-01-30
rice,31,90,10,280,6.5,6.0,150,0.06,2022-01-31
rice,29,75,20,150,6.4,5.2,120,0.048,2022-02-01
rice,24,70,25,130,6.6,4.5,115,0.046,2022-02-02
rice,30,80,30,200,6.3,5.4,140,0.056,2022-02-03
rice,32,85,15,250,6.1,5.7,150,0.06,2022-02-04
rice,25,65,20,110,6.2,4.3,105,0.042,2022-02-05
rice,28,78,30,240,6.0,5.1,145,0.058,2022-02-06
rice,33,82,10,300,6.4,6.3,160,0.064,2022-02-07
rice,27,70,20,180,5.8,4.8,120,0.048,2022-02-08
rice,29,75,25,160,6.5,5.5,130,0.052,2022-02-09
rice,22,60,15,140,6.1,4.2,110,0.044,2022-02-10
rice,34,90,20,270,6.2,6.1,155,0.062,2022-02-11
rice,26,68,25,220,5.9,4.6,135,0.054,2022-02-12
rice,31,85,10,290,6.0,6.0,150,0.06,2022-02-13
rice,30,75,20,150,6.5,5.0,120,0.048,2022-02-14
rice,28,80,15,200,6.3,5.5,130,0.052,2022-02-15
rice,22,65,30,100,6.8,4.5,110,0.044,2022-02-16
rice,35,87,10,300,6.2,6.5,160,0.064,2022-02-17
Sugarcane,30,75,25,150,6.5,5.0,200,0.08,2022-02-18
Sugarcane,32,80,20,200,6.0,5.5,210,0.084,2022-02-19
Sugarcane,28,70,30,120,6.8,4.5,190,0.076,2022-02-20
Sugarcane,29,85,15,180,6.2,5.2,205,0.082,2022-02-21
Sugarcane,31,78,22,250,5.9,4.8,215,0.086,2022-02-22
Sugarcane,30,76,18,160,6.4,5.1,200,0.08,2022-02-23
Sugarcane,33,82,25,300,6.1,6.0,220,0.088,2022-02-24
Sugarcane,27,68,20,130,6.3,4.7,195,0.078,2022-02-25
Sugarcane,34,85,30,270,6.0,5.9,225,0.09,2022-02-26
Sugarcane,29,80,15,140,6.5,5.3,200,0.08,2022-02-27
Sugarcane,28,75,20,190,6.4,5.0,210,0.084,2022-02-28
Sugarcane,32,90,25,220,6.2,5.4,215,0.086,2022-03-01
Sugarcane,30,77,30,260,5.8,5.6,230,0.092,2022-03-02
Sugarcane,31,72,18,150,6.7,4.9,205,0.082,2022-03-03
Sugarcane,29,78,20,170,6.3,5.1,200,0.08,2022-03-04
Sugarcane,34,81,25,300,6.0,6.2,240,0.096,2022-03-05
Sugarcane,27,74,15,110,6.5,4.6,185,0.074,2022-03-06
Sugarcane,30,79,22,180,6.3,5.3,210,0.084,2022-03-07
Sugarcane,32,83,20,250,6.1,5.5,220,0.088,2022-03-08
Sugarcane,28,76,30,200,6.4,5.0,200,0.08,2022-03-09
Sugarcane,29,80,15,160,6.5,5.2,205,0.082,2022-03-10
Sugarcane,31,75,20,170,6.2,5.4,215,0.086,2022-03-11
Sugarcane,30,78,25,230,6.0,5.1,210,0.084,2022-03-12
Sugarcane,34,82,22,280,6.3,6.0,240,0.096,2022-03-13
Sugarcane,27,70,30,150,5.9,4.8,195,0.078,2022-03-14
Sugarcane,33,85,20,200,6.4,5.5,220,0.088,2022-03-15
Sugarcane,29,76,18,190,6.2,5.0,205,0.082,2022-03-16
Sugarcane,30,80,25,240,6.1,5.3,215,0.086,2022-03-17
Sugarcane,31,79,30,210,6.5,5.6,230,0.092,2022-03-18
Sugarcane,34,81,15,180,6.0,6.1,225,0.09,2022-03-19
Sugarcane,28,73,20,160,6.3,4.9,200,0.08,2022-03-20
Sugarcane,32,84,25,250,6.6,5.4,235,0.094,2022-03-21
Sugarcane,30,75,30,300,6.1,5.5,240,0.096,2022-03-22
Sugarcane,29,78,20,140,6.4,5.2,210,0.084,2022-03-23
Sugarcane,31,76,15,190,6.3,5.1,200,0.08,2022-03-24
Sugarcane,34,80,25,220,6.0,6.2,230,0.092,2022-03-25
